probe_id,deseq2_lfc,deseq2_padj,edger_lfc,edger_padj,limma_lfc,limma_padj
202611_s_at,-0.2982496135472563,0.00236077035651552,-0.3622677052926036,9.25799990526409e-5,0.3186982227171682,0.00100670586585653
202614_at,0.11452702620304804,0.10184014074698176,0.06126364935245525,0.31621806528052526,-0.06807199786292255,0.2666906393890224
202615_at,0.17935324314477494,0.00431749659206947,0.10284409209368664,0.10546314082838865,-0.1413729007101885,0.02316861858692352
202619_s_at,-0.1839670471869312,0.13736796340042032,-0.25798765777936816,0.02408318137924777,0.3444894544895086,0.00488286607895519
202620_s_at,-0.18223547836664025,0.14545475970257313,-0.2554601786283945,0.02576035253957048,0.3325290448293395,0.00488486289756013
202621_at,0.13093470612918665,0.00938131580603054,0.05730124713076403,0.2943643478610292,-0.05934737142170623,0.2576705088514403
202623_at,0.24034221990936416,2.3570884907808085e-4,0.17490568391668793,0.00476876343773845,-0.2142350120240888,4.909766948749764e-4
202625_at,0.8126071209467978,6.232529556785375e-28,0.7454481227255011,1.642345983331806e-28,-0.7205261495395002,2.2676165540262916e-24
202626_s_at,0.4821004163208542,1.4847573253996123e-10,0.4057745899028523,1.871068781955981e-8,-0.42750672528774136,3.112541553702719e-9
202627_s_at,0.57582126363951,0.00138975089243357,0.480150316449,0.00414443937952372,-0.5149881155570295,2.5461615148517417e-4
202628_s_at,0.4810103774766989,0.00698785795247299,0.3871917546692341,0.01986780454736718,-0.4914293001154142,3.5840177681293136e-4
202632_at,0.33410948792241,5.7834304398518254e-11,0.263464839415082,4.992065447843485e-7,-0.30541850050110003,8.08172783931652e-10
202633_at,0.01311702820782766,0.8983635279682899,-0.04238838703284401,0.5525333888787082,0.02245102771537708,0.7560907005807527
202634_at,-0.30469385245751174,4.6576022883853086e-5,-0.36344719547865617,3.411800097017289e-7,0.32221173762533456,5.088941634058522e-6
202635_s_at,-0.350118265320921,3.841957136305453e-6,-0.4042370760913876,1.3855132404561658e-8,0.3582026007047061,2.9494980825072876e-7
202636_at,-0.08308570557035157,0.2600956535634271,-0.14809185810600792,0.02340658641658754,0.1738970081071115,0.00621159030631582
202637_s_at,0.8394784638068962,9.047377498002055e-19,0.7687407475363532,1.4501706592161635e-17,-0.6867538196389187,1.5052701878897318e-17
202638_s_at,1.3147459694679875,7.395365845588729e-27,1.237253143462878,6.852412322522728e-29,-1.08803480632805,1.4519215524349416e-25
202642_s_at,0.2827803375675923,2.7281931262963112e-5,0.20953317201910457,9.98682287883541e-4,-0.23995537750150697,1.733511286661601e-4
202643_s_at,0.379556686657648,2.2797231741762577e-4,0.31099107455015423,0.00129153361320476,-0.2875427625859711,0.0019085511085885
202644_s_at,0.25124960846371497,0.00659039812485782,0.1808585295648751,0.0404053270084392,-0.16209021103937746,0.07573929982754135
202646_s_at,-0.01738811315745795,0.8290379491533159,-0.08432984290841178,0.15346890474295444,0.06985459148950726,0.22990591228328677
202649_x_at,-0.03600483058735514,0.3821016207549855,-0.10287369568166883,0.00250223971033811,0.0936787102346513,0.00424828887000096
202651_at,0.1066137710095542,0.31792056705860944,0.04348007894863234,0.64372730735764,-0.01951066042675551,0.8401700964591586
202653_s_at,0.05658531760446159,0.4409528943080468,-0.00945283982453676,0.8893491994717326,0.01918526525585693,0.7572703531867395
202654_x_at,-0.00429598128714194,0.9702046729909696,-0.05954497480541088,0.45309665854771947,0.1041267664898588,0.18163271580358545
202655_at,0.6246119917193189,1.0585378634969011e-31,0.565035312719893,3.6664670964359968e-28,-0.5326863479012686,2.364926228591761e-22
202656_s_at,-3.2136711737520214e-4,0.9976401564261168,-0.07518299957862894,0.24826970721215183,0.07904117083542687,0.20813986386232505
202657_s_at,0.5811980607729454,5.448092822021437e-20,0.5062349571509391,4.053588904130064e-18,-0.4886102488513923,7.321293862687219e-19
202658_at,0.0615060939361467,0.33198558231604597,-0.00928208244764652,0.8883947066464949,-8.927947270659594e-4,0.988200172044406
202659_at,0.6009683715851009,1.1373510625700357e-15,0.5244589355183631,2.302535980089154e-13,-0.4382944823480656,1.2295782318893725e-8
